arquivo,densidade,m,n,status,custo,nos_explorados,nos_podados,memoria_mb,tempo_s
rand_d0.3_m25_n75_s116.txt,0.3,25,75,OPTIMAL,3,2055,1012,11.98,0.014829
rand_d0.3_m25_n75_s117.txt,0.3,25,75,OPTIMAL,4,18580,9249,11.98,0.140319
rand_d0.3_m25_n75_s118.txt,0.3,25,75,OPTIMAL,3,3299,1637,11.98,0.031549
rand_d0.3_m25_n75_s119.txt,0.3,25,75,OPTIMAL,4,14890,7356,11.98,0.153889
rand_d0.3_m50_n75_s120.txt,0.3,50,75,OPTIMAL,4,18784,9343,11.98,0.237469
rand_d0.3_m50_n75_s121.txt,0.3,50,75,OPTIMAL,4,51119,25469,11.98,0.497801
rand_d0.3_m50_n75_s122.txt,0.3,50,75,OPTIMAL,4,12650,6299,11.98,0.10671
rand_d0.3_m50_n75_s123.txt,0.3,50,75,OPTIMAL,4,39137,19493,11.98,0.316697
rand_d0.3_m50_n75_s124.txt,0.3,50,75,OPTIMAL,4,14539,7270,11.98,0.137755
rand_d0.3_m50_n75_s125.txt,0.3,50,75,OPTIMAL,5,302806,150892,11.98,2.798534
rand_d0.3_m50_n75_s126.txt,0.3,50,75,OPTIMAL,4,15047,7524,11.98,0.172987
rand_d0.3_m50_n75_s127.txt,0.3,50,75,OPTIMAL,4,38295,19098,11.98,0.355338
rand_d0.3_m50_n75_s128.txt,0.3,50,75,OPTIMAL,4,48140,23924,11.98,0.4017
rand_d0.3_m50_n75_s129.txt,0.3,50,75,OPTIMAL,4,13971,6937,11.98,0.127193
rand_d0.3_m50_n75_s130.txt,0.3,50,75,OPTIMAL,5,210174,104615,11.98,1.848746
rand_d0.3_m50_n75_s131.txt,0.3,50,75,OPTIMAL,5,199112,99328,11.98,1.584243
rand_d0.3_m50_n75_s132.txt,0.3,50,75,OPTIMAL,5,85036,42412,11.98,0.67361
rand_d0.3_m50_n75_s133.txt,0.3,50,75,OPTIMAL,5,182741,91114,11.98,1.289576
rand_d0.3_m50_n75_s134.txt,0.3,50,75,OPTIMAL,5,202912,101230,11.98,1.406799
